image,px,py
frame_0000.jpg,130.78416442871094,85.85606384277344
frame_0009.jpg,130.82920837402344,85.88996887207031
frame_0018.jpg,130.61846923828125,85.6583023071289
frame_0027.jpg,130.53732299804688,85.59837341308594
frame_0036.jpg,130.46133422851562,85.65113830566406
frame_0045.jpg,130.5390167236328,85.64500427246094
frame_0054.jpg,130.53280639648438,85.57354736328125
frame_0063.jpg,130.61265563964844,85.60191345214844
frame_0072.jpg,130.49058532714844,85.48201751708984
frame_0081.jpg,130.4243621826172,85.54659271240234
frame_0090.jpg,130.4779510498047,85.68108367919922
frame_0099.jpg,130.5672607421875,85.67605590820312
frame_0108.jpg,130.53732299804688,85.59837341308594
frame_0117.jpg,130.6183319091797,85.47550201416016
frame_0126.jpg,130.6183319091797,85.47550201416016
frame_0135.jpg,130.6183319091797,85.47550201416016
frame_0144.jpg,130.6183319091797,85.47550201416016
frame_0153.jpg,130.6183319091797,85.47550201416016
frame_0162.jpg,130.6183319091797,85.47550201416016
frame_0171.jpg,130.88087463378906,85.88567352294922
frame_0180.jpg,130.78897094726562,85.71533203125
frame_0189.jpg,130.78897094726562,85.71533203125
frame_0198.jpg,130.78897094726562,85.71533203125
frame_0207.jpg,130.78897094726562,85.71533203125
frame_0216.jpg,130.74472045898438,85.70209503173828
frame_0225.jpg,130.74472045898438,85.70209503173828
frame_0234.jpg,130.66676330566406,85.5545654296875
frame_0243.jpg,130.66676330566406,85.5545654296875
frame_0252.jpg,130.62664794921875,85.53767395019531
frame_0261.jpg,130.77932739257812,85.71005249023438
frame_0270.jpg,130.77932739257812,85.71005249023438
frame_0279.jpg,130.66676330566406,85.5545654296875
frame_0288.jpg,130.62664794921875,85.53767395019531
frame_0297.jpg,130.53565979003906,85.58739471435547
frame_0306.jpg,130.53565979003906,85.58739471435547
frame_0315.jpg,130.4357147216797,85.76190185546875
frame_0324.jpg,130.4357147216797,85.76190185546875
frame_0333.jpg,130.7333526611328,85.703125
frame_0342.jpg,130.7333526611328,85.703125
frame_0351.jpg,130.7333526611328,85.703125
frame_0360.jpg,130.7333526611328,85.703125
frame_0369.jpg,130.7333526611328,85.703125
frame_0378.jpg,130.7333526611328,85.703125
frame_0387.jpg,130.77932739257812,85.71005249023438
frame_0396.jpg,130.77932739257812,85.71005249023438
frame_0405.jpg,130.66769409179688,85.82366943359375
frame_0414.jpg,130.72154235839844,85.70301055908203
frame_0423.jpg,130.80435180664062,85.79645538330078
frame_0432.jpg,130.61256408691406,85.45552062988281
frame_0441.jpg,130.6286163330078,85.47606658935547
frame_0450.jpg,130.5938720703125,85.47272491455078
frame_0459.jpg,130.81382751464844,85.82984161376953
frame_0468.jpg,130.751220703125,85.71115112304688
frame_0477.jpg,130.81382751464844,85.82984161376953
frame_0486.jpg,130.7333526611328,85.703125
frame_0495.jpg,130.81240844726562,85.81450653076172
frame_0504.jpg,130.77932739257812,85.71005249023438
frame_0513.jpg,130.751220703125,85.71115112304688
frame_0522.jpg,130.7597198486328,85.719482421875
frame_0531.jpg,130.77932739257812,85.71005249023438
frame_0540.jpg,130.77932739257812,85.71005249023438
frame_0549.jpg,127.89064025878906,84.67737579345703
frame_0558.jpg,127.84451293945312,84.82217407226562
frame_0567.jpg,127.84451293945312,84.82217407226562
frame_0576.jpg,128.0223846435547,84.57437896728516
frame_0585.jpg,127.96984100341797,84.43450927734375
frame_0594.jpg,127.84718322753906,84.3267822265625
frame_0603.jpg,127.82684326171875,84.18004608154297
frame_0612.jpg,127.82684326171875,84.18004608154297
frame_0621.jpg,128.0086669921875,84.4282455444336
frame_0630.jpg,128.09703063964844,84.59111022949219
frame_0639.jpg,127.97490692138672,84.4072494506836
frame_0648.jpg,128.21836853027344,84.61328125
frame_0657.jpg,128.1269073486328,84.42874145507812
frame_0666.jpg,128.01730346679688,84.16439056396484
frame_0675.jpg,128.07574462890625,84.45011901855469
frame_0684.jpg,128.07574462890625,84.45011901855469
frame_0693.jpg,128.23683166503906,84.54532623291016
frame_0702.jpg,128.23683166503906,84.54532623291016
frame_0711.jpg,128.18743896484375,84.3824234008789
frame_0720.jpg,128.18743896484375,84.3824234008789
frame_0729.jpg,128.18743896484375,84.3824234008789
frame_0738.jpg,128.18743896484375,84.3824234008789
frame_0747.jpg,128.18743896484375,84.3824234008789
frame_0756.jpg,126.4983139038086,84.09297943115234
frame_0783.jpg,126.2720718383789,81.36454772949219
frame_0792.jpg,127.2030029296875,83.71800231933594
frame_0801.jpg,127.29149627685547,83.7593765258789
frame_0810.jpg,127.65571594238281,83.9488525390625
