image,px,py
frame_0000.jpg,116.51396179199219,82.36571502685547
frame_0009.jpg,116.44770050048828,82.23326873779297
frame_0018.jpg,116.22345733642578,82.19520568847656
frame_0027.jpg,116.22345733642578,82.19520568847656
frame_0036.jpg,116.14202880859375,81.96251678466797
frame_0045.jpg,116.14202880859375,81.96251678466797
frame_0054.jpg,116.14202880859375,81.96251678466797
frame_0063.jpg,116.16596984863281,82.13894653320312
frame_0072.jpg,116.16596984863281,82.13894653320312
frame_0081.jpg,116.15421295166016,82.1287612915039
frame_0090.jpg,116.23789978027344,82.05518341064453
frame_0099.jpg,116.26465606689453,82.06822204589844
frame_0108.jpg,116.26465606689453,82.06822204589844
frame_0117.jpg,116.3112564086914,82.12846374511719
frame_0126.jpg,116.3112564086914,82.12846374511719
frame_0135.jpg,116.33659362792969,82.09016418457031
frame_0144.jpg,116.29475402832031,81.95821380615234
frame_0153.jpg,116.3512191772461,82.013427734375
frame_0162.jpg,113.61149597167969,81.97563934326172
frame_0180.jpg,114.28910827636719,79.80445861816406
frame_0189.jpg,114.56045532226562,80.67840576171875
frame_0198.jpg,115.3026123046875,81.39493560791016
frame_0207.jpg,115.35247039794922,81.68260192871094
frame_0216.jpg,115.53193664550781,81.65955352783203
frame_0225.jpg,115.25325775146484,81.89895629882812
frame_0234.jpg,115.31808471679688,81.58638000488281
frame_0243.jpg,115.4346694946289,81.51951599121094
frame_0252.jpg,115.26049041748047,81.67142486572266
frame_0261.jpg,115.40196990966797,81.78911590576172
frame_0270.jpg,115.68868255615234,81.78973388671875
frame_0279.jpg,115.69825744628906,81.74508666992188
frame_0288.jpg,115.69825744628906,81.74508666992188
frame_0297.jpg,115.69825744628906,81.74508666992188
frame_0306.jpg,115.56328582763672,81.69427490234375
frame_0315.jpg,115.6783676147461,81.63009643554688
frame_0324.jpg,115.75260162353516,81.8655014038086
frame_0333.jpg,115.7163314819336,81.92565155029297
frame_0342.jpg,115.75260162353516,81.8655014038086
frame_0351.jpg,115.75260162353516,81.8655014038086
frame_0360.jpg,115.75260162353516,81.8655014038086
frame_0369.jpg,115.67221069335938,81.89263916015625
frame_0378.jpg,115.61811065673828,81.92603302001953
